raw_observed_rides,analysis_ready_rides,analysis_ready_hours,analysis_ready_days,excluded_incomplete_days,avg_daily_rides,peak_hour_of_day,peak_hour_avg_rides
58865471.0,58842971.0,52506,2188,4,26893.5,17,2612.9
