station_key,canonical_name,outflow,inflow,net_inflow,throughput
a1d037bf99c10608,"Queensbridge Road, Haggerston",45328.0,41400.0,-3928.0,86728.0
8536a4319082511d,"Claverton Street, Pimlico",63219.0,59293.0,-3926.0,122512.0
f2520117956e5853,"Archbishop's Park, Waterloo",51313.0,55213.0,3900.0,106526.0
b50c8f9d3710ff08,"Exhibition Road Museums 1, South Kensington",62510.0,66393.0,3883.0,128903.0
f735c232c584c78f,"Little Brook Green, Brook Green",43871.0,47709.0,3838.0,91580.0
95208c035a3e2427,"Maida Vale, Maida Vale",103939.0,100105.0,-3834.0,204044.0
7437977a0ed3aa2a,"Upper Bank Street, Canary Wharf",82108.0,85917.0,3809.0,168025.0
1fa0f4a09e4af522,"Ada Street, Hackney Central",62437.0,66231.0,3794.0,128668.0
1759d4279a1f9be0,"Great Dover Street, The Borough",83568.0,79786.0,-3782.0,163354.0
52a49cc863511f32,"Aylward Street, Stepney",41702.0,37926.0,-3776.0,79628.0
b608d218947f5284,"Walnut Tree Walk, Vauxhall",65658.0,61905.0,-3753.0,127563.0
e9c58156887324ed,"Mostyn Grove, Bow",46684.0,42938.0,-3746.0,89622.0
96cba7770e1bd82b,"Falkirk Street, Hoxton",57807.0,54093.0,-3714.0,111900.0
ef6c8c6c9ae3daf4,"Hatton Garden, Holborn",80451.0,76766.0,-3685.0,157217.0
f8a21bf2fae68300,"Lavington Street, Bankside",59387.0,63051.0,3664.0,122438.0
3ec7a20317426768,"Webber Street , Southwark",75746.0,72086.0,-3660.0,147832.0
c4be626482a0da27,"Orsett Terrace, Bayswater",24870.0,21230.0,-3640.0,46100.0
3ad8e64a74d8cdae,"Southwark Station 1, Southwark",39424.0,43051.0,3627.0,82475.0
cf5362b4704bcb74,"Vincent Street, Pimlico",61923.0,58315.0,-3608.0,120238.0
a9df8b70d50ff812,"Derry Street, Kensington",148492.0,152091.0,3599.0,300583.0
a78e74b067ae1607,"Queen's Gate (North), Kensington",82602.0,86157.0,3555.0,168759.0
478979061b15a7f7,"Doddington Grove, Kennington",77204.0,73651.0,-3553.0,150855.0
40c04aef6bd15fab,"Ansell House, Stepney",93694.0,90145.0,-3549.0,183839.0
246537e5ba3a3edc,"Pont Street, Knightsbridge",71928.0,75464.0,3536.0,147392.0
117aa3d2ef751f2b,"Vicarage Crescent, Battersea",85454.0,81963.0,-3491.0,167417.0
abda93ac57960863,"Podium, Queen Elizabeth Olympic Park",131242.0,134719.0,3477.0,265961.0
d9219c208a265143,"Queen Mother Sports Centre, Victoria",83771.0,87220.0,3449.0,170991.0
3d916652703ab89a,"Portman Square, Marylebone",68578.0,72017.0,3439.0,140595.0
6cb36045e1d0f35a,"Crisp Road, Hammersmith",83319.0,86757.0,3438.0,170076.0
8ee01ad311370fd2,"Palissy Street, Shoreditch",57929.0,54497.0,-3432.0,112426.0
07126cd8d40f397a,"Ebury Bridge, Pimlico",61501.0,58098.0,-3403.0,119599.0
e43117b031a24a3f,"Westbourne Park Road, Portobello",43741.0,40359.0,-3382.0,84100.0
c175880acc29a331,"Philpot Street, Whitechapel",67570.0,64203.0,-3367.0,131773.0
5253c84723048032,"Bonner Gate, Victoria Park",116530.0,113174.0,-3356.0,229704.0
b7a1394a8e5ae6ba,"Kings Gate House, Westminster",43770.0,47123.0,3353.0,90893.0
65054869d01d9d1a,"Prince Albert Road, The Regent's Park",77969.0,74619.0,-3350.0,152588.0
5053e3e0247ed1c1,"Harrowby Street, Marylebone",60279.0,56936.0,-3343.0,117215.0
65060369452f099e,"Globe Town Market, Bethnal Green",73978.0,70636.0,-3342.0,144614.0
